Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
ROLLS-ROYCE Cullinan Black Badge,6.7,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,station wagon,3,12,20,14,1,No,619
ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,small car,3,12,18,14,1,No,637
ROLLS-ROYCE Dawn,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,small car,3,12,18,14,1,No,637
ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
ROLLS-ROYCE Ghost,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
ROLLS-ROYCE Ghost EWB,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,large car,3,12,18,14,1,No,637
ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
ROLLS-ROYCE Phantom,6.7,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
ROLLS-ROYCE Phantom EWB,6.7,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.7N74,large car,3,12,20,14,1,No,615
ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRRGV06.6N74,midsize car,3,12,18,14,1,No,624
ROLLS-ROYCE Wraith,6.6,12,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRRGV06.6N74,midsize car,3,12,18,14,1,No,624
ROUSH F150,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
ROUSH F150,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
ROUSH F150,5,8,SemiAuto-10,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
ROUSH F150,5,8,SemiAuto-10,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIT05.03DP,pickup,3,11,15,13,1,No,689
ROUSH Stage 3 Mustang,5,8,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIV05.0VKN,small car,3,13,20,15,2,No,570
ROUSH Stage 3 Mustang,5,8,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIV05.0VKN,small car,3,13,20,15,2,No,570
ROUSH Stage 3 Mustang,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LRIIV05.0VKN,small car,3,12,18,14,1,No,618
ROUSH Stage 3 Mustang,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LRIIV05.0VKN,small car,3,12,18,14,1,No,618
SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,standard SUV,3,21,27,23,5,No,386
SUBARU Ascent,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,standard SUV,3,21,27,23,5,No,386
SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,standard SUV,3,20,26,22,4,No,401
SUBARU Ascent Limited/Touring,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,standard SUV,3,20,26,22,4,No,401
SUBARU BRZ,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,21,29,24,5,No,372
SUBARU BRZ,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,21,29,24,5,No,372
SUBARU BRZ,2,4,SemiAuto-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,24,33,27,6,No,322
SUBARU BRZ,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,24,33,27,6,No,322
SUBARU BRZ tS,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,20,27,23,5,No,384
SUBARU BRZ tS,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,20,27,23,5,No,384
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,22,29,25,5,No,355
SUBARU Crosstrek,2,4,Man-6,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,22,29,25,5,No,355
SUBARU Crosstrek,2,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,27,33,30,7,Yes,298
SUBARU Crosstrek,2,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,27,33,30,7,Yes,298
SUBARU Crosstrek Hybrid,2,4,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,LFJXT02.0EVC,small SUV,7,36/99,35/80,35/90,10,Elite,151
SUBARU Crosstrek Hybrid,2,4,CVT,4WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,LFJXT02.0EVC,small SUV,6,36/99,35/80,35/90,10,Yes,151
SUBARU Forester,2.5,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,26,33,29,6,No,309
SUBARU Forester,2.5,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,26,33,29,6,No,309
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,24,31,26,5,No,335
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,23,31,26,5,No,337
SUBARU Impreza,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,24,31,26,5,No,335
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,28,36,31,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes,288
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,28,36,31,7,Yes,282
SUBARU Impreza,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,28,36,31,7,Yes,288
SUBARU Impreza 4-Door Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,23,31,26,5,No,337
SUBARU Impreza 4-Door Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,23,31,26,5,No,337
SUBARU Impreza 4-Door Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,midsize car,7,27,36,30,7,Yes,291
SUBARU Impreza 4-Door Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,midsize car,6,27,36,30,7,Yes,291
SUBARU Impreza 5-Door Sport,2,4,Man-5,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,22,30,25,5,No,351
SUBARU Impreza 5-Door Sport,2,4,Man-5,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,22,30,25,5,No,351
SUBARU Impreza 5-Door Sport,2,4,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,station wagon,7,27,35,30,7,Yes,292
SUBARU Impreza 5-Door Sport,2,4,SCV-7,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,station wagon,6,27,35,30,7,Yes,292
SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,large car,3,24,32,27,6,No,330
SUBARU Legacy,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,large car,3,24,32,27,6,No,330
SUBARU Legacy,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,large car,7,27,35,30,7,Yes,295
SUBARU Legacy,2.5,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,large car,6,27,35,30,7,Yes,295
SUBARU Outback AWD,2.4,4,SCV-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LFJXJ02.4CZA,small SUV,3,23,30,26,5,No,343
SUBARU Outback AWD,2.4,4,SCV-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LFJXJ02.4CZA,small SUV,3,23,30,26,5,No,343
SUBARU Outback AWD,2.5,4,SCV-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LFJXJ02.5BUY,small SUV,7,26,33,29,6,No,308
SUBARU Outback AWD,2.5,4,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LFJXJ02.5BUY,small SUV,6,26,33,29,6,No,308
SUBARU WRX,2,4,Man-6,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0FPT,small car,1,21,27,23,5,No,382
SUBARU WRX,2,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0FPT,small car,1,21,27,23,5,No,382
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0FPT,small car,1,18,24,21,4,No,422
SUBARU WRX,2,4,SCV-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0FPT,small car,1,18,24,21,4,No,422
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.5JHZ,small car,1,16,22,19,3,No,486
SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.5JHZ,small car,1,16,22,19,3,No,486
TESLA Model 3 Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L23,midsize car,10,124,116,121,10,Elite,0
TESLA Model 3 Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L23,midsize car,10,124,116,121,10,Elite,0
"TESLA Model 3 Long Range Perform 18""",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L23,midsize car,10,124,116,121,10,Elite,0
"TESLA Model 3 Long Range Perform 18""",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L23,midsize car,10,124,116,121,10,Elite,0
"TESLA Model 3 Long Range Perform 19""",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L23,midsize car,10,119,112,116,10,Elite,0
"TESLA Model 3 Long Range Perform 19""",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L23,midsize car,10,119,112,116,10,Elite,0
"TESLA Model 3 Long Range Perform 20""",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L23,midsize car,10,118,107,113,10,Elite,0
"TESLA Model 3 Long Range Perform 20""",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L23,midsize car,10,118,107,113,10,Elite,0
TESLA Model 3 Mid Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L13,midsize car,10,128,117,123,10,Elite,0
TESLA Model 3 Mid Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L13,midsize car,10,128,117,123,10,Elite,0
TESLA Model 3 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L13,midsize car,10,138,124,131,10,Elite,0
TESLA Model 3 Standard Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L13,midsize car,10,138,124,131,10,Elite,0
TESLA Model 3 Standard Range Plus,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L13,midsize car,10,148,132,141,10,Elite,0
TESLA Model 3 Standard Range Plus,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L13,midsize car,10,148,132,141,10,Elite,0
TESLA Model 4 Long Range,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L13,midsize car,10,136,123,130,10,Elite,0
TESLA Model 4 Long Range,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L13,midsize car,10,136,123,130,10,Elite,0
TESLA Model S Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2S,large car,10,115,107,111,10,Elite,0
TESLA Model S Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2S,large car,10,115,107,111,10,Elite,0
TESLA Model S Long Range Plus,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2S,large car,10,121,112,117,10,Elite,0
TESLA Model S Long Range Plus,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2S,large car,10,121,112,117,10,Elite,0
"TESLA Model S Performance (19"")",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2S,large car,10,104,104,104,10,Elite,0
"TESLA Model S Performance (19"")",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2S,large car,10,104,104,104,10,Elite,0
"TESLA Model S Performance (21"")",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2S,large car,10,98,96,97,10,Elite,0
"TESLA Model S Performance (21"")",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2S,large car,10,98,96,97,10,Elite,0
TESLA Model S Standard Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2S,large car,10,113,105,109,10,Elite,0
TESLA Model S Standard Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2S,large car,10,113,105,109,10,Elite,0
TESLA Model X Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2X,standard SUV,10,99,93,96,10,Elite,0
TESLA Model X Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2X,standard SUV,10,99,93,96,10,Elite,0
TESLA Model X Long Range Plus,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2X,standard SUV,10,108,101,105,10,Elite,0
TESLA Model X Long Range Plus,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2X,standard SUV,10,108,101,105,10,Elite,0
"TESLA Model X Performance (20"")",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2X,standard SUV,10,90,89,90,10,Elite,0
"TESLA Model X Performance (20"")",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2X,standard SUV,10,90,89,90,10,Elite,0
"TESLA Model X Performance (22"")",N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2X,standard SUV,10,80,77,79,10,Elite,0
"TESLA Model X Performance (22"")",N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2X,standard SUV,10,80,77,79,10,Elite,0
TESLA Model X Standard Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2X,standard SUV,10,105,98,101,10,Elite,0
TESLA Model X Standard Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2X,standard SUV,10,105,98,101,10,Elite,0
TESLA Model Y Long Range,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2Y,small SUV,10,127,114,121,10,Elite,0
TESLA Model Y Long Range,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2Y,small SUV,10,127,114,121,10,Elite,0
TESLA Model Y Performance,N/A,N/A,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,LTSLV00.0L2Y,small SUV,10,129,112,121,10,Elite,0
TESLA Model Y Performance,N/A,N/A,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,LTSLV00.0L2Y,small SUV,10,129,112,121,10,Elite,0
TOYOTA 4Runner,4,6,SemiAuto-5,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,503
TOYOTA 4Runner,4,6,SemiAuto-5,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,503
TOYOTA 4Runner,4,6,SemiAuto-5,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,515
TOYOTA 4Runner,4,6,SemiAuto-5,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXT04.0M5S,standard SUV,5,16,19,17,3,No,515
TOYOTA 86,2,4,Man-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,21,28,24,5,No,373
TOYOTA 86,2,4,Man-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,21,28,24,5,No,373
TOYOTA 86,2,4,SemiAuto-6,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LFJXV02.0AJM,small car,1,24,32,27,6,No,328
TOYOTA 86,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LFJXV02.0AJM,small car,1,24,32,27,6,No,328
TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Avalon,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P33,midsize car,7,43,43,43,9,Yes,203
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
TOYOTA Avalon Hybrid XLE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
TOYOTA Avalon XLE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,341
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA C-HR,2,4,SCV-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LTYXV02.0K6B,small car,3,27,31,29,6,No,305
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,29,41,34,8,Yes,264
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,33,26,5,No,338
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P35,midsize car,7,51,53,52,10,Elite,170
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P35,midsize car,7,44,47,46,10,Elite,195
TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P35,midsize car,7,44,47,46,10,Elite,195
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,279
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,28,39,32,7,Yes,279
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,midsize car,6,25,34,29,6,No,309
TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,midsize car,6,25,34,29,6,No,309
TOYOTA Camry TRD,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Camry TRD,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,354
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P3A,midsize car,7,27,38,31,7,Yes,284
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P3A,midsize car,7,27,38,31,7,Yes,284
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXJ02.5N4L,midsize car,6,25,34,28,6,No,315
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,345
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV01.8M5B,small car,5,30,38,33,7,Yes,267
TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV01.8M5B,small car,5,30,38,33,7,Yes,267
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV01.8M5B,small car,5,29,39,33,7,Yes,266
TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV01.8M5B,small car,5,29,39,33,7,Yes,266
TOYOTA Corolla,2,4,Man-6,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,29,36,32,7,Yes,277
TOYOTA Corolla,2,4,Man-6,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,29,36,32,7,Yes,277
TOYOTA Corolla,2,4,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,LTYXV02.0N4B,small car,6,31,40,34,8,Yes,257
TOYOTA Corolla,2,4,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,LTYXV02.0N4B,small car,6,31,40,34,8,Yes,257
